"Lab","SampleNumber","DateExamined","BoxTempNoOnReceipt","Retailer","OtherPremisesDetails","PostCode","Country","UseByDate","RemainingShelflifeDays","ProcessorApprovalNumber","SampleDetails","TemperatureAtCollection","SampleReceipt","ProductWeightGrams","CostOfChicken","TypeOfChicken","TypeOfChickenExtraDetails","TypeOfChickenExtraDetails2","PackagingAtmosphere","RoastInBag","LiquidInPack","NeckSkinWeightGrams","Test","Result","Units","SpeciesDetected"
"PR","PR1603458-02","2016-02-15","2.7","M&S","","PR1 6AF","England","2016-02-19","4","9509","M & S British Oakham Chicken Small.","3.8","Satisfactory","1100","4","Standard","Not Stated","","Modified Atmosphere","Other","Yes","11","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PR","PR1603459-01","2016-02-15","2.7","ALDI","","PR1 6AF","England","2016-02-20","5","9502","Ashfield Farm - Large Whole Chicken","5.4","Satisfactory","1900","","Standard","Not Stated","","Modified Atmosphere","Other","Yes","19","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PR","PR1603459-01","2016-02-15","2.7","ALDI","","PR1 6AF","England","2016-02-20","5","9502","Ashfield Farm - Large Whole Chicken","5.4","Satisfactory","1900","","Standard","Not Stated","","Modified Atmosphere","Other","Yes","19","Campylobacter spp -  enumeration per Swab","10","CFU Swab","C. jejuni"
"PR","PR1603459-02","2016-02-15","2.7","ALDI","","PR1 6AF","England","2016-02-21","6","3011","Ashfield Farm - Small Whole Chicken","5.8","Satisfactory","1250","","Standard","Not Stated","","Modified Atmosphere","Other","Yes","7","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1603459-02","2016-02-15","2.7","ALDI","","PR1 6AF","England","2016-02-21","6","3011","Ashfield Farm - Small Whole Chicken","5.8","Satisfactory","1250","","Standard","Not Stated","","Modified Atmosphere","Other","Yes","7","Campylobacter spp  - enumeration cfu/g","20","CFU/g","C. jejuni"
"PR","PR1603461-01","2016-02-15","2.7","CO-OP","","PR1 6XJ","England","2016-02-18","3","2037","The Co-operative Loved By Us British Whole Chicken.","7.2","Satisfactory","1548","5","Standard","None stated","","Modified Atmosphere","Roast in bag","Yes","13","Campylobacter spp  - enumeration cfu/g","570","CFU/g","C. jejuni"
"PR","PR1603461-01","2016-02-15","2.7","CO-OP","","PR1 6XJ","England","2016-02-18","3","2037","The Co-operative Loved By Us British Whole Chicken.","7.2","Satisfactory","1548","5","Standard","Not Stated","","Modified Atmosphere","Roast in bag","Yes","13","Campylobacter spp -  enumeration per Swab","70","CFU Swab","C. jejuni"
"PR","PR1603461-03","2016-02-15","2.7","Waitrose","","PR5 4AW","England","2016-02-19","4","9502","Essential Waitrose British Chicken","8.2","Satisfactory","1690","5.54","Standard","None stated","","Modified Atmosphere","Other","Yes","10","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1603461-03","2016-02-15","2.7","Waitrose","","PR5 4AW","England","2016-02-19","4","9502","Essential Waitrose British Chicken","8.2","Satisfactory","1690","5.54","Standard","None stated","","Modified Atmosphere","Other","Yes","10","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PR","PR1603722-01","2016-02-17","3.6","Lidl","","SK8 5NU","England","2016-02-20","3","3007","British Medium Chicken ","1.8","Satisfactory","1432","3.12","Standard","None Stated","","Modified Atmosphere","Other","Yes","15","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PR","PR1603722-01","2016-02-17","3.6","Lidl","","SK8 5NU","England","2016-02-20","3","3007","British Medium Chicken ","1.8","Satisfactory","1432","3.12","Standard","None Stated","","Modified Atmosphere","Other","Yes","15","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1603722-02","2016-02-17","5.5","Lidl","","SK8 5NU","England","2016-02-21","4","3007","British Chicken Large","1.9","Satisfactory","1952","4.2","Standard","Not Stated","","Modified Atmosphere","Other","Yes","14","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1603722-02","2016-02-17","5.5","Lidl","","SK8 5NU","England","2016-02-21","4","3007","British Chicken Large","1.9","Satisfactory","1952","4.2","Standard","Not Stated","","Modified Atmosphere","Other","Yes","14","Campylobacter spp  - enumeration cfu/g","110","CFU/g","C. jejuni"
"PR","PR1603725-01","2016-02-17","7.5","Waitrose","","SK8 7AE","England","2016-02-20","3","9502","Essential Waitrose British Chicken","5.3","Satisfactory","1712","5.62","Standard","Not Stated","","Modified Atmosphere","Other","Yes","14","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PR","PR1603725-01","2016-02-17","7.5","Waitrose","","SK8 7AE","England","2016-02-20","3","9502","Essential Waitrose British Chicken","5.3","Satisfactory","1712","5.62","Standard","Not Stated","","Modified Atmosphere","Other","Yes","14","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1603725-02","2016-02-17","7.5","Butchers","J Pimlott, 48 Station Road, Cheadle Hulme","SK8 5AF","England","2016-02-21","4","","Whole chicken","4.8","Satisfactory","1772","6.73","Standard","Not Stated","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1603725-02","2016-02-17","7.5","Butchers","J Pimlott, 48 Station Road, Cheadle Hulme","SK8 5AF","England","2016-02-21","4","","Whole chicken","4.8","Satisfactory","1772","6.73","Standard","Not Stated","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp  - enumeration cfu/g","10","CFU/g","C. jejuni"
"PR","PR1603725-03","2016-02-17","7.5","Tesco","","SK9 3PA","England","2016-02-22","5","4014","British whole chicken","4.3","Satisfactory","1408","2.84","Standard","Not Stated","","Modified Atmosphere","Other","Yes","5","Campylobacter spp -  enumeration per Swab","20","CFU Swab","C. jejuni"
"PR","PR1603725-03","2016-02-17","7.5","Tesco","","SK9 3PA","England","2016-02-22","5","4014","British whole chicken","4.3","Satisfactory","1408","2.84","Standard","Not Stated","","Modified Atmosphere","Other","Yes","5","Campylobacter spp  - enumeration cfu/g","190","CFU/g","C. jejuni"
"PR","PR1603995-01","2016-02-22","6.5","Morrisons","","PR2 6BX","England","2016-02-28","6","4014","British Large Chicken","8.3","Satisfactory","1713","4","Standard","Not Stated","","Modified Atmosphere","Other","Yes","7","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PR","PR1603995-01","2016-02-22","6.5","Morrisons","","PR2 6BX","England","2016-02-28","6","4014","British Large Chicken","8.3","Satisfactory","1713","4","Standard","Not Stated","","Modified Atmosphere","Other","Yes","7","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1603995-02","2016-02-22","6.5","Morrisons","","PR2 6BX","England","2016-02-28","6","4014","British Large Chicken","7","Satisfactory","1879","4","Standard","Not Stated","","Modified Atmosphere","Other","Yes","18","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1603995-02","2016-02-22","6.5","Morrisons","","PR2 6BX","England","2016-02-28","6","4014","British Large Chicken","7","Satisfactory","1879","4","Standard","Not Stated","","Modified Atmosphere","Other","Yes","18","Campylobacter spp  - enumeration cfu/g","20","CFU/g","C. jejuni"
"PR","PR1603995-03","2016-02-22","6.5","M&S","","PR1 6AF","England","2016-02-27","5","5011","M&S British Oakham Chicken Medium","5.8","Satisfactory","1500","5","Standard","Not Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1603995-03","2016-02-22","6.5","M&S","","PR1 6AF","England","2016-02-27","5","5011","M&S British Oakham Chicken Medium","5.8","Satisfactory","1500","5","Standard","Not Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PR","PR1604004-01","2016-02-22","4.3","Aldi","","PR1 6AF","England","2016-02-29","7","3011","Ashfield Farm, Medium Whole Chicken","5.6","Satisfactory","1650","3.29","Standard","Not Stated","","Modified Atmosphere","Other","Yes","13","Campylobacter spp  - enumeration cfu/g","160","CFU/g","C. jejuni"
"PR","PR1604004-01","2016-02-22","4.3","Aldi","","PR1 6AF","England","2016-02-29","7","3011","Ashfield Farm, Medium Whole Chicken","5.6","Satisfactory","1650","3.29","Standard","Not Stated","","Modified Atmosphere","Other","Yes","13","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1604004-02","2016-02-22","4.3","Co-op","","PR1 6XJ","England","2016-02-27","5","2037","The Co-operative Loved By Us British Whole Chicken","4.9","Satisfactory","1430","5","Standard","Not Stated","","Modified Atmosphere","Roast in bag","Yes","16","Campylobacter spp -  enumeration per Swab","10","CFU Swab","C. jejuni"
"PR","PR1604004-02","2016-02-22","4.3","Co-op","","PR1 6XJ","England","2016-02-27","5","2037","The Co-operative Loved By Us British Whole Chicken","4.9","Satisfactory","1430","5","Standard","Not Stated","","Modified Atmosphere","Roast in bag","Yes","16","Campylobacter spp  - enumeration cfu/g","40","CFU/g","C. jejuni"
"PR","PR1604004-03","2016-02-22","4.3","Asda","","PR2 9NP","England","2016-02-27","5","5450","Asda Butcher's Selection Free Range British Chicken","3.1","Satisfactory","1175","4.23","Free range","Not Stated","","Modified Atmosphere","Other","Yes","21","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1604004-03","2016-02-22","4.3","Asda","","PR2 9NP","England","2016-02-27","5","5450","Asda Butcher's Selection Free Range British Chicken","3.1","Satisfactory","1175","4.23","Free range","Not Stated","","Modified Atmosphere","Other","Yes","21","Campylobacter spp  - enumeration cfu/g","1380","CFU/g","Mixed C. jejuni and C. coli"
"PR","PR1604004-04","2016-02-22","4.3","Asda","","PR2 9NP","England","2016-02-27","5","5011","Asda Butcher's Selection British Chicken","4.4","Satisfactory","1226","3.04","Standard","Not Stated","","Modified Atmosphere","Other","Yes","20","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1604004-04","2016-02-22","4.3","Asda","","PR2 9NP","England","2016-02-27","5","5011","Asda Butcher's Selection British Chicken","4.4","Satisfactory","1226","3.04","Standard","Not Stated","","Modified Atmosphere","Other","Yes","20","Campylobacter spp  - enumeration cfu/g","320","CFU/g","C. jejuni"
"PR","PR1604242-01","2016-02-24","7.6","Butchers","Steve Hope Butchers, 35, Westcliffe Drive, Blackpool","FY3 7BJ","England","2016-02-28","4","4561","Whole Chicken","1.6","Satisfactory","1726","4.82","Standard","Not Stated","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PR","PR1604242-01","2016-02-24","7.6","Butchers","Steve Hope Butchers, 35, Westcliffe Drive, Blackpool","FY3 7BJ","England","2016-02-28","4","4561","Whole Chicken","1.6","Satisfactory","1726","4.82","Standard","Not Stated","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1604242-02","2016-02-24","7.6","Other","Booths","PR2 9HD","England","2016-02-28","4","8005","British Free Range Whole Chicken","","Satisfactory","1880","9.96","Free range","Not Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1604242-02","2016-02-24","7.6","Other","Booths","PR2 9HD","England","2016-02-28","4","8005","British Free Range Whole Chicken","","Satisfactory","1880","9.96","Free range","Not Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PR","PR1604243-01","2016-02-24","7.5","Co-op","","FY3 8EA","England","2016-02-29","5","2037","British Whole Chicken","5","Satisfactory","1580","5","Standard","Not Stated","","Modified Atmosphere","Roast in bag","Yes","25","Campylobacter spp  - enumeration cfu/g","50","CFU/g","C. jejuni"
"PR","PR1604243-01","2016-02-24","7.5","Co-op","","FY3 8EA","England","2016-02-29","5","2037","British Whole Chicken","5","Satisfactory","1580","5","Standard","Not Stated","","Modified Atmosphere","Roast in bag","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1604243-02","2016-02-24","7.5","Waitrose","","PR5 4AW","England","2016-02-29","5","9502","Essential Waitrose British Chicken","4.1","Satisfactory","1200","4.39","Standard","Other","Maize Fed","Modified Atmosphere","Other","Yes","24","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1604243-02","2016-02-24","7.5","Waitrose","","PR5 4AW","England","2016-02-29","5","9502","Essential Waitrose British Chicken","4.1","Satisfactory","1200","4.39","Standard","Other","Maize Fed","Modified Atmosphere","Other","Yes","24","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PR","PR1604586-01","2016-02-29","3.2","Other","Iceland, Bolton Road, Blackburn","BB2 4LQ","England","2016-03-05","5","5007","Class A Fresh British Whole Large Chicken","4.3","Satisfactory","2112","5","Standard","Not Stated","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp  - enumeration cfu/g","57500","CFU/g","C. jejuni"
"PR","PR1604586-01","2016-02-29","3.2","Other","Iceland, Bolton Road, Blackburn","BB2 4LQ","England","2016-03-05","5","5007","Class A Fresh British Whole Large Chicken","4.3","Satisfactory","2112","5","Standard","Not Stated","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp -  enumeration per Swab","70","CFU Swab","C. jejuni"
"PR","PR1604589-01","2016-02-29","2.8","Sainsbury's","","BB3 2AD","England","2016-03-06","6","8005","British Corn Fed Whole Chicken","3.4","Satisfactory","1592","7","Standard","Corn Fed","","Modified Atmosphere","Other","No","14","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PR","PR1604589-01","2016-02-29","2.8","Sainsbury's","","BB3 2AD","England","2016-03-06","6","8005","British Corn Fed Whole Chicken","3.4","Satisfactory","1592","7","Standard","Corn Fed","","Modified Atmosphere","Other","No","14","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1604589-02","2016-02-29","2.8","Lidl","","BB3 1QA","England","2016-03-07","7","3007","British Chicken - Large","3.4","Satisfactory","1825","3.92","Standard","Not Stated","","Modified Atmosphere","Other","Yes","24","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1604589-02","2016-02-29","2.8","Lidl","","BB3 1QA","England","2016-03-07","7","3007","British Chicken - Large","3.4","Satisfactory","1825","3.92","Standard","Not Stated","","Modified Atmosphere","Other","Yes","24","Campylobacter spp  - enumeration cfu/g","2850","CFU/g","C. jejuni"
"PR","PR1604590-01","2016-02-29","5.6","Other","My Local, Infirmary Road, Blackburn","BB2 3LR","England","2016-03-03","3","5007","British Small Whole Chicken","4","Satisfactory","1100","3.5","Standard","Not Stated","","Modified Atmosphere","Other","No","17","Campylobacter spp  - enumeration cfu/g","1090","CFU/g","C. jejuni"
"PR","PR1604590-01","2016-02-29","5.6","Other","My Local, Infirmary Road, Blackburn","BB2 3LR","England","2016-03-03","3","5007","British Small Whole Chicken","4","Satisfactory","1100","3.5","Standard","Not Stated","","Modified Atmosphere","Other","No","17","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1604590-02","2016-02-29","5.6","Other","My Local, Infirmary Road, Blackburn","BB2 3LR","England","2016-03-02","2","5007","British Small Whole Chicken","4.1","Satisfactory","1100","3.5","Standard","Not Stated","","NOT Modified Atmosphere","Other","No","14","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1604590-02","2016-02-29","5.6","Other","My Local, Infirmary Road, Blackburn","BB2 3LR","England","2016-03-02","2","5007","British Small Whole Chicken","4.1","Satisfactory","1100","3.5","Standard","Not Stated","","NOT Modified Atmosphere","Other","No","14","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PR","PR1604590-03","2016-02-29","5.6","Asda","","BB2 3DY","England","2016-03-08","8","5011","British Chicken Large","1.4","Satisfactory","1696","3.3","Standard","Not Stated","","NOT Modified Atmosphere","Other","Yes","22","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1604590-03","2016-02-29","5.6","Asda","","BB2 3DY","England","2016-03-08","8","5011","British Chicken Large","1.4","Satisfactory","1696","3.3","Standard","Not Stated","","NOT Modified Atmosphere","Other","Yes","22","Campylobacter spp  - enumeration cfu/g","450","CFU/g","C. jejuni"
"PR","PR1604590-04","2016-02-29","5.6","Asda","","BB2 3DY","England","2016-03-07","7","5011","British Chicken Medium","4","Satisfactory","1438","2.79","Standard","None Stated","","Modified Atmosphere","Other","No","20","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PR","PR1604590-04","2016-02-29","5.6","Asda","","BB2 3DY","England","2016-03-07","7","5011","British Chicken Medium","4","Satisfactory","1438","2.79","Standard","None Stated","","Modified Atmosphere","Other","No","20","Campylobacter spp  - enumeration cfu/g","80","CFU/g","C. jejuni"
"NI","SCC151","2016-02-03","3","Asda","500 Helen Street Glasgow","G51 3HR","Scotland","2016-02-06","3","5450","Cornfed British Whole Chicken","5.4","Satisfactory","1855","8.35","Free range","Corn Fed","","not stated","Other","No","13","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
